bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,years_since_publication
16532,Of Love and Shadows,Isabel Allende,3.97,0553383833,9780553383836,eng,304,17808,403,Dial Press Trade Paperback,18.0
16535,Strange Relations,Philip José Farmer,3.71,1416509348,9781416509349,eng,476,291,14,Baen Books,17.0
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff,3.29,0553273469,9780553273465,eng,339,515,19,Spectra Books,35.0
16543,Dayworld (Dayworld #1),Philip José Farmer,3.64,0441140017,9780441140015,eng,258,1315,68,Ace Books,37.0
16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint,3.5,0743458532,9780743458535,eng,608,50,0,iBooks,20.0
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien,4.47,0395606489,9780395606483,eng,102,531,14,Houghton Mifflin,31.0
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez,3.72,0801030145,9780801030147,en-US,316,32,2,Baker Books,21.0
16555,Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,0141303352,9780141303352,eng,89,50,2,Puffin,24.0
16556,The Infinite Plan,Isabel Allende,3.72,0060924985,9780060924980,eng,384,7347,300,Harper Perennial,29.0
16562,Ines of My Soul,Isabel Allende,3.93,0061161578,9780061161575,eng,528,62,13,Harper,17.0
16566,Selected Non-Fictions,Jorge Luis Borges,4.43,0140290117,9780140290110,eng,560,2059,90,Penguin Books,23.0
16568,The Book of Imaginary Beings,Jorge Luis Borges,4.09,0143039938,9780143039938,eng,236,5007,238,Penguin Books,17.0
16569,Ficciones,Jorge Luis Borges,4.45,1853995908,9781853995903,spa,232,90,4,BCP/Duckworth Publishing,24.0
16570,This Craft of Verse,Jorge Luis Borges,4.32,0674008200,9780674008205,eng,160,811,70,Harvard University Press,21.0
16572,Doyle Brunson's Super System,Doyle Brunson,3.94,1580420818,9781580420815,eng,605,2080,73,Cardoza,21.0
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,0471292451,9780471292456,eng,360,161,3,Wiley,24.0
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle,4.01,0870710931,9780870710933,eng,208,160,43,Oregon State University Press,17.0
16593,The Coming of the Fairies,Arthur Conan Doyle,3.39,0803266553,9780803266551,eng,189,208,38,Bison Books,17.0
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi,4.1,1595821066,9781595821065,en-US,208,844,26,Digital Manga Publishing / Dark Horse,17.0
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi,3.99,1595820949,9781595820945,en-US,208,1083,26,Digital Manga Publishing / Dark Horse,17.0
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi,4.02,1595820310,9781595820310,eng,211,1506,53,Digital Manga Publishing / Dark Horse,17.0
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi,3.92,1595820930,9781595820938,en-US,205,1158,30,Digital Manga Publishing / Dark Horse,17.0
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi,4.27,1595821074,9781595821072,en-US,209,1062,19,Digital Manga Publishing / Dark Horse,16.0
16602,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,1595820612,9781595820617,eng,199,596,16,Dark Horse Books,17.0
16604,Paradise Lost and Paradise Regained,John Milton,4.08,0451527925,9780451527929,en-US,357,329,29,Signet Classics,22.0
16605,Paradise Lost,John Milton,3.82,0872207331,9780872207332,eng,427,328,37,Hackett Publishing Company  Inc.,18.0
16609,Leviathan,Thomas Hobbes,3.7,0872201775,9780872201774,eng,672,500,32,Hackett Publishing Company  Inc.,29.0
16616,The Book of Leviathan,Peter Blegvad,4.16,1585670987,9781585670987,en-US,160,631,52,Harry N. Abrams,22.0
16619,Democracy in America,Alexis de Tocqueville,4.02,0140447601,9780140447606,eng,992,18925,523,Penguin Classics,20.0
16621,Democracy in America,Alexis de Tocqueville,4.02,0226805360,9780226805368,eng,722,390,40,University of Chicago Press,21.0
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay,4.1,1550821083,9781550821086,eng,372,10,2,Quarry Press,29.0
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,1570715831,9781570715839,eng,144,8,2,Sourcebooks,23.0
16634,The Glass Bead Game,Hermann Hesse,4.11,0312278497,9780312278496,eng,558,24967,934,Picador,21.0
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.67,0812969901,9780812969900,eng,149,45626,1721,Modern Library,18.0
16641,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe,3.8,0451529626,9780451529626,eng,255,971,38,Signet Classics,18.0
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.67,159569045X,9781595690456,en-US,104,16,0,MONDIAL,17.0
16647,The Dream Master,Roger Zelazny,3.64,0575073438,9780575073432,eng,160,12,0,Gollancz,13.0
16649,The Queen's Necklace,Teresa Edgerton,3.61,0380789116,9780380789115,eng,592,99,14,Harper Voyager,22.0
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,0441294278,9780441294275,eng,293,244,36,Ace,32.0
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,0441909116,9780441909117,eng,258,157,5,Ace,33.0
16656,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,0441092756,9780441092758,eng,278,89,4,Ace,30.0
16669,China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,0517604469,9780517604465,eng,404,23,3,Crescent,35.0
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,9781400040308,eng,230,1136,180,Alfred A. Knopf,17.0
16675,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar,3.33,1840462507,9781840462500,eng,153,56,6,Totem Books,26.0
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,0804721289,9780804721288,en-US,224,17,2,Stanford University Press,30.0
16681,Heart of Darkness,Joseph Conrad,3.42,1599869500,9781599869506,eng,101,1363,58,Filiquarian Publishing  LLC.,17.0
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,9780441012374,eng,211,6329,145,Ace,19.0
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,1416505512,9781416505518,eng,262,10249,356,Pocket Books,18.0
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,0441094996,9780441094998,en-US,388,19427,572,Ace Books,35.0
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,0312875576,9780312875572,en-US,342,788,45,Tor Books,21.0
16689,Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,9781416505525,eng,288,11800,413,Pocket Books: Gallery Books,18.0
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,0340837942,9780340837948,eng,288,93782,2466,Hodder & Stoughton,18.0
16692,Roverandom,J.R.R. Tolkien,3.87,0395957990,9780395957998,eng,128,471,70,Houghton Mifflin Harcourt,24.0
16697,The Mysteries of Pittsburgh,Michael Chabon,3.64,0060790598,9780060790592,eng,320,21823,1518,Harper Perennial,18.0
16702,Summerland,Michael Chabon,3.55,0786816155,9780786816156,eng,500,619,69,Miramax,19.0
16703,The Yiddish Policemen's Union,Michael Chabon,3.71,0007149824,9780007149827,eng,414,53300,5699,HarperCollins,16.0
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.0,0091895812,9780091895815,eng,352,1,1,Ebury Press,19.0
16713,The Disappointment Artist,Jonathan Lethem,3.63,1400076811,9781400076819,eng,149,1613,129,Vintage,17.0
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,0156032481,9780156032483,eng,304,1158,95,Mariner Books,16.0
16717,You Don't Love Me Yet,Jonathan Lethem,2.81,038551218X,9780385512183,eng,225,3854,547,Doubleday Books,16.0
16718,Gun  With Occasional Music,Jonathan Lethem,3.77,0156028972,9780156028974,eng,271,8141,786,Mariner Books,20.0
16720,As She Climbed Across the Table,Jonathan Lethem,3.67,0375700129,9780375700125,eng,212,4488,380,Vintage,25.0
16721,Living With the Passive-Aggressive Man,Scott Wetzler,4.03,0671870742,9780671870744,en-US,208,208,30,Touchstone,30.0
16726,Cypress Gardens (Images of America: Florida),Mary M. Flekke,3.0,073854339X,9780738543390,eng,128,5,1,Arcadia Publishing (SC),17.0
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg,3.82,0743270207,9780743270205,en-US,246,222,26,Touchstone,18.0
16729,Beach Music,Pat Conroy,4.15,0553381539,9780553381535,eng,592,38496,2450,Dial Press,21.0
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,340412801X,9783404128013,ger,894,7,2,Lübbe,25.0
16735,The Prince of Tides,Pat Conroy,4.24,0553381547,9780553381542,eng,679,178717,3473,Dial Press Trade Paperback,21.0
16739,Blessings,Belva Plain,3.91,0440243254,9780440243250,eng,393,2562,39,Dell,13.0
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,4.01,0517293633,9780517293638,eng,821,76,6,Random House Value Publishing,29.0
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,0345437861,9780345437860,eng,232,604,35,Fawcett Books,23.0
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,034537147X,9780345371478,eng,245,435,23,Fawcett,32.0
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,0060581069,9780060581060,eng,280,788,104,Avon,18.0
16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,034591483X,9780345914835,eng,154,591,31,Ballantine Books,24.0
16782,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,3.87,0345437837,9780345437839,eng,192,1559,61,Fawcett,23.0
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,0060515228,9780060515225,eng,360,45473,2540,William Morrow,17.0
16789,The Good Fairies of New York,Martin Millar,3.51,1933368365,9781933368368,eng,242,4343,563,Soft Skull Press,17.0
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.04,0380789027,9780380789023,eng,365,53464,1906,Avon Books,18.0
16791,Death: The High Cost of Living,Neil Gaiman,4.19,1852864982,9781852864989,eng,104,38276,462,Titan Books,29.0
16793,Stardust,Neil Gaiman,4.08,0061142026,9780061142024,eng,248,283274,11746,Harper Perennial,17.0
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman,3.54,1593076673,9781593076672,eng,51,2038,198,Dark Horse Books,15.0
16798,The Diagnosis,Alan Lightman,2.86,0375725504,9780375725500,eng,384,898,123,Vintage,21.0
16799,The Best American Science Writing 2002,Matt Ridley,3.85,0060936509,9780060936501,eng,352,67,7,Harper Perennial,21.0
16802,The Complete Poetry,John Milton,4.06,0385023510,9780385023511,en-US,672,3418,20,Anchor,52.0
16803,The Complete Poems and Major Prose,John Milton,4.18,0872206785,9780872206786,eng,1088,914,22,Hackett Publishing Company  Inc.,20.0
16807,The Major Works,John Milton,4.24,019280409X,9780192804099,eng,1008,285,12,Oxford University Press,20.0
16809,Christopher and His Kind,Christopher Isherwood,4.11,0816638632,9780816638635,eng,352,2261,88,Univ Of Minnesota Press,22.0
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood,3.8,0816639825,9780816639823,eng,248,45,9,Univ Of Minnesota Press,20.0
16842,A Single Man,Christopher Isherwood,4.1,0816638624,9780816638628,eng,192,17451,1029,Univ Of Minnesota Press,22.0
16844,Christopher et son monde  1929-1939,Christopher Isherwood,4.11,2010080874,9782010080876,fre,343,1,0,Hachette Littérature,42.0
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,0020199856,9780020199854,eng,169,7135,386,Scribner,28.0
16874,About This Life,Barry  Lopez,4.13,186046565X,9781860465659,eng,304,595,56,The Harvill Press,24.0
16878,Arctic Dreams,Barry  Lopez,4.21,0375727485,9780375727481,eng,496,5155,333,Vintage,22.0
16879,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,1400075122,9781400075126,eng,176,323,19,Vintage,19.0
16881,The Rediscovery of North America,Barry  Lopez,4.06,0679740996,9780679740995,eng,64,245,37,Vintage,31.0
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,0684844257,9780684844251,eng,272,1121,76,Simon  Schuster,25.0
16887,How to Write: Advice and Reflections,Richard Rhodes,3.87,0688149480,9780688149482,eng,240,162,19,William Morrow Paperbacks,27.0
16888,John James Audubon,Richard Rhodes,4.13,037571393X,9780375713934,eng,528,460,65,Vintage,17.0
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,0375708227,9780375708220,en-US,335,1864,93,Vintage,20.0
16892,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,0700610383,9780700610389,eng,288,182,24,University Press of Kansas,23.0
16893,The Crack-Up,F. Scott Fitzgerald,3.92,0811212475,9780811212472,eng,347,2477,133,New Directions Publishing Corporation,20.0
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas,3.95,0393959058,9780393959055,eng,482,233,23,W.W. Norton & Company,31.0
16895,Collected Essays and Poems,Henry David Thoreau,4.22,1883011957,9781883011956,eng,703,328,9,Library of America,22.0
16897,The Portable Thoreau,Henry David Thoreau,4.18,0140150315,9780140150315,eng,698,666,28,Penguin Books,46.0
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau,4.75,1558964908,9781558964907,eng,304,8,2,Skinner House Books,18.0
16900,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,1420925229,9781420925227,eng,188,13736,189,Digireads.com,18.0
16902,Walden,Henry David Thoreau,3.79,0691096120,9780691096124,eng,352,128351,3652,Princeton University Press,19.0
16908,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,0873388240,9780873388245,eng,192,131,8,Kent State University Press,18.0
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,072789160X,9780727891600,eng,208,86,12,Severn House Publishers,16.0
16919,Prey,Graham Masterton,3.83,0843946334,9780843946338,eng,352,812,51,Leisure Books,24.0
16920,Hidden World,Graham Masterton,3.47,0727859625,9780727859624,eng,182,58,5,Severn House Publishers,20.0
16921,The House That Jack Built,Graham Masterton,3.88,0843947462,9780843947465,eng,385,1596,64,Leisure Books,23.0
16928,The Riverside Milton,John Milton,4.26,0395809991,9780395809990,eng,1248,772,19,Cengage Learning,25.0
16940,How to Read a Poem,Terry Eagleton,3.73,1405151412,9781405151412,eng,182,445,44,Wiley-Blackwell,17.0
16944,The Gatekeeper: A Memoir,Terry Eagleton,3.78,0312316135,9780312316136,eng,192,96,10,St. Martin's Griffin,20.0
16946,The Ideology of the Aesthetic,Terry Eagleton,4.11,0631163026,9780631163022,eng,432,265,13,Basil Blackwell (Cambridge  MA/Oxford),32.0
16947,Marxism and Literary Criticism,Terry Eagleton,3.89,0415285844,9780415285841,eng,84,646,33,Routledge,21.0
16948,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,044900483X,9780449004838,eng,451,15158,1417,Ballantine Books,24.0
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,0312940661,9780312940669,eng,544,10311,350,St. Martin's Paperbacks,17.0
16954,Birds of Prey (Courtney #9),Wilbur Smith,4.19,0312317115,9780312317119,eng,560,8082,191,St. Martin's Griffin,20.0
16961,Alberic the Wise,Norton Juster,3.73,0887082432,9780887082436,eng,24,103,9,Picture Book Studio Ltd,31.0
16963,The Hello  Goodbye Window,Norton Juster,3.87,0786809140,9780786809141,en-US,32,8898,1311,Little  Brown Books for Young Readers,18.0
16965,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,4.34,0394733525,9780394733524,eng,62,57,6,Random House,46.0
16966,Le Royaume fantôme,Norton Juster,4.21,2013218478,9782013218474,fre,251,3,1,Hachette Jeunesse,20.0
16967,1632,Eric Flint,4.04,1416532811,9781416532811,eng,597,8406,638,Baen Books,17.0
16968,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski,3.56,1855325527,9781855325524,eng,96,15,1,Osprey Publishing,22.0
16982,Marvels,Kurt Busiek,4.22,0785100490,9780785100492,eng,216,23519,482,Marvel Comics,16.0
16986,Marvels,Kurt Busiek,4.22,0785113886,9780785113881,eng,398,146,25,Marvel Comics Group,19.0
16987,Superman: Back in Action,Kurt Busiek,3.21,1401212638,9781401212636,en-US,144,140,12,DC Comics,16.0
16989,Spider-Man: Saga of the Sandman,Stan Lee,3.43,0785124977,9780785124979,eng,176,46,5,Marvel,16.0
16991,Superman: Up  Up  and Away!,Kurt Busiek,3.94,1401209548,9781401209544,eng,192,1681,51,DC Comics,17.0
16992,Kingdom Come,Mark Waid,4.25,1563893304,9781563893308,eng,231,47513,1000,DC Comics,26.0
16993,Fantastic Four  Volume 2,Mark Waid,3.92,078511775X,9780785117759,eng,264,96,8,Marvel Comics Group,18.0
16994,The Flash: Dead Heat,Mark Waid,3.93,1563896230,9781563896231,eng,144,216,10,DC Comics,23.0
16995,Fantastic Four  Volume 3,Mark Waid,3.95,0785120114,9780785120117,eng,256,118,5,Marvel Comics Group,18.0
16996,Underworld Unleashed,Mark Waid,3.12,1563894475,9781563894473,eng,176,111,6,DC Comics,25.0
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid,3.28,0785115366,9780785115366,eng,136,192,13,Marvel Comics Group,18.0
17005,Devilish,Maureen Johnson,3.46,1595140603,9781595140609,eng,263,4782,463,Razorbill,17.0
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,0345487621,9780345487629,eng,345,938,46,Ballantine Books,16.0
17011,A Devilish Dilemma,Judith A. Lansdowne,4.02,0821758268,9780821758267,eng,288,54,6,Zebra,25.0
17015,Paranoid Park,Blake Nelson,3.63,0670061182,9780670061181,en-US,180,1109,145,Viking Books,17.0
17018,Notes on a Scandal,Zoë Heller,3.71,0141012250,9780141012254,eng,244,1154,149,Penguin,19.0
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,0060541431,9780060541439,eng,322,70689,4067,HarperCollins Publishers,13.0
17022,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,0553379658,9780553379655,eng,293,8654,412,Bantam,25.0
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,0671743554,9780671743550,eng,256,1485,85,Pocket Books,32.0
17027,Mumbo Jumbo,Ishmael Reed,3.82,2879291488,9782879291482,fre,292,34,1,Éditions de L'Olivier,25.0
17030,Flatland,Edwin A. Abbott,3.82,0192805983,9780192805980,eng,176,314,43,Oxford University Press,17.0
17031,Flatland,Edwin A. Abbott,3.82,190398517X,9781903985175,eng,272,14,2,Basic Books,21.0
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1406503436,9781406503432,eng,100,11,1,Dodo Press,17.0
17035,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1419120026,9781419120022,eng,64,4,0,Kessinger Publishing,19.0
17039,Flatterland,Ian Stewart,3.71,0330393774,9780330393775,eng,295,24,3,Pan Publishing,20.0
17040,American Government: Continuity and Change,Karen  O'Connor,2.83,0321209184,9780321209184,eng,792,1,0,Longman Publishing Group,18.0
17043,Essentials of American Government: Continuity and Change,Karen  O'Connor,3.5,032127623X,9780321276230,eng,604,4,0,Longman Publishing Group,18.0
17045,American Government: Continuity and Change  Texas Edition,Karen  O'Connor,2.83,0321365607,9780321365606,eng,1088,0,0,Longman Publishing Group,18.0
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,042518238X,9780425182383,eng,368,3709,169,Berkley Publishing,22.0
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie,4.3,0789313502,9780789313508,eng,320,450,17,Universe,18.0
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,0743457625,9780743457620,eng,362,185,36,Gallery Books,18.0
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,1400052939,9781400052936,eng,271,212,18,Crown Publishing Group (NY),19.0
17061,Coraline,Neil Gaiman,4.06,0061139378,9780061139376,eng,162,403622,13096,William Morrow Paperbacks,17.0
17067,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman,4.15,0375812938,9780375812934,en-US,160,2,1,Random House Children's Books,22.0
17075,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,3.84,0285633147,9780285633148,eng,232,24,0,Souvenir Press,27.0
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon,4.02,0306804158,9780306804151,en-US,264,61,13,Da Capo Press,33.0
17098,Isaac Newton,James Gleick,3.84,1400032954,9781400032952,eng,288,5495,324,Vintage,19.0
17112,Things Fall Apart: An Adapted Classic,Chinua Achebe,3.66,0130235016,9780130235015,eng,113,43,0,Globe,23.0
17116,The Stranger,Albert Camus,3.98,0394700023,9780394700021,en-US,154,1493,184,Vintage,69.0
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann,4.02,0822215020,9780822215028,eng,62,81,9,Dramatists Play Service,27.0
17122,Retrospective  1964-1984,H.R. Giger,4.35,1883398290,9781883398293,eng,112,115,4,Morpheus International,26.0
17123,Handmaid's Tale,Margaret Atwood,4.11,0860688666,9780860688662,eng,324,400,35,Virago Press Ltd,29.0
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.95,0374529523,9780374529529,eng,182,73577,2521,Farrar  Straus and Giroux,18.0
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,0691102961,9780691102962,eng,229,143,18,Princeton University Press,21.0
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin,4.61,1883011523,9781883011529,eng,869,1495,75,Library of America (NY),25.0
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,0385509847,9780385509848,eng,388,5680,216,Nan A. Talese,16.0
17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,1583485090,9781583485095,eng,232,91539,4662,New Millennium Library,23.0
17151,Marie Antoinette: The Journey,Antonia Fraser,3.93,0385489498,9780385489492,eng,512,1102,154,Anchor,21.0
17152,My Antonia (Great Plains trilogy #3),Willa Cather,3.79,0743487699,9780743487696,eng,314,5985,507,Pocket Books,14.0
17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,0060846879,9780060846879,eng,400,52,6,William Morrow,17.0
17157,Marie Antoinette: The Journey,Antonia Fraser,3.93,0307277747,9780307277749,eng,512,27291,809,Anchor Books,17.0
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra,3.87,0393090183,9780393090185,eng,1003,56,9,W. W. Norton & Company,43.0
17170,A Tale of Two Cities,Charles Dickens,3.84,1593083327,9781593083328,en-GB,409,301,44,Barnes  Noble Classics,19.0
17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,0312421850,9780312421854,en-US,372,16190,897,Picador USA,20.0
17176,The Sound and the Fury,William Faulkner,3.86,0679600175,9780679600176,eng,368,518,80,Modern Library,31.0
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner,3.86,0393964817,9780393964813,eng,446,1020,126,W. W. Norton & Company,30.0
17179,The Sound and the Fury,William Faulkner,3.86,0739325353,9780739325353,eng,9,138,37,Random House Audio,18.0
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts,3.74,0822012197,9780822012191,en-GB,72,30,9,Cliffs Notes,60.0
17184,The Invisible Man,H.G. Wells,3.64,0451528522,9780451528520,eng,192,109551,3892,Signet Classics,21.0
17185,The Invisible Man,H.G. Wells,3.64,0812504674,9780812504675,eng,178,313,39,Aerie,31.0
17188,Invisible Man,Ralph Ellison,3.86,0679723137,9780679723134,eng,581,334,44,Vintage,33.0
17189,The Invisible Man,H.G. Wells,3.64,014143998X,9780141439983,eng,161,871,84,Penguin Classics,18.0
17202,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0399132678,9780399132674,eng,416,98,6,G.P. Putnam's Sons,36.0
17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,0399154094,9780399154096,eng,352,64473,7744,G.P. Putnam's Sons,16.0
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,3.92,0439700884,9780439700887,eng,320,19436,267,Scholastic,16.0
17208,Friday,Robert A. Heinlein,3.84,0345414004,9780345414007,eng,384,23064,476,Del Rey,26.0
17214,Starship Troopers,Robert A. Heinlein,4.01,0441783589,9780441783588,eng,335,164740,3962,Ace Book,36.0
17215,Starship Troopers,Robert A. Heinlein,4.01,0441014100,9780441014101,eng,280,1100,165,Ace,17.0
17216,Starship Troopers,Robert A. Heinlein,4.01,1568654308,9781568654300,eng,205,172,20,Ace/SFBC,26.0
17224,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,5.0,1890995525,9781890995522,eng,74,5,3,Square One Publishers,17.0
17228,Zodiac,Neal Stephenson,3.72,2207252647,9782207252642,fre,391,65,0,Denoël,21.0
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne,4.04,0786809302,9780786809301,en-US,112,371,22,Disney-Hyperion,20.0
17233,The Scarlet Letter,Nathaniel Hawthorne,3.4,1419542206,9781419542206,eng,553,23,4,Kaplan,17.0
17236,Dracula,Bram Stoker,3.99,0744586534,9780744586534,eng,336,73,8,Walker Books Ltd,19.0
17238,Dracula,Bram Stoker,3.99,0743477367,9780743477369,eng,528,9871,431,Pocket Books,20.0
17241,Dracula,Bram Stoker,3.99,0786180404,9780786180400,eng,15,53,12,Blackstone Audiobooks,25.0
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker,3.44,0800809637,9780800809638,eng,224,21,2,Taplinger Publ. Company,50.0
17245,Dracula,Bram Stoker,3.99,0393970124,9780393970128,eng,488,774987,14944,Norton,37.0
17246,Macbeth,William Shakespeare,3.9,0743482794,9780743482790,eng,272,522,35,Simon  Schuster,19.0
17247,Macbeth (No Fear Shakespeare),William Shakespeare,3.9,1586638467,9781586638467,eng,219,1292,138,SparkNotes,20.0
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,3.83,0892967897,9780892967896,eng,247,73,12,Mysterious Press,17.0
17250,The Crucible,Arthur  Miller,3.58,0142437336,9780142437339,eng,143,293374,6037,Penguin Books,20.0
17252,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,4.16,0375706364,9780375706363,eng,912,3103,114,Vintage,22.0
17253,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,3.96,0743491696,9780743491693,eng,390,206,14,Pocket Books,17.0
